Log_Interval,10000,  uSec,,,,,,,,
Start,2023-07-26, 00:01:44,,,,,,,,
rec no,Acc x, Acc y, Acc z, Gyr x, Gyr y, Gyr z,Bat Cur.,Bat Volt,,
411,-10,0.16,0.01,0.02,0.01,0.01,136,24,,
412,-10.03,0.14,0.17,0.02,0.01,0.01,126,7,,
413,-9.99,0.13,0.14,0.02,0,0.01,137,22,,
414,-9.99,0.14,0.12,0.01,0.01,0.01,120,10,,
415,-9.99,0.13,0.13,0.01,0.01,0.01,136,22,,
416,-9.96,0.12,0.15,0.02,0.01,0,124,9,,
417,-9.97,0.13,0.14,0.02,0.01,0.01,142,23,,
418,-9.98,0.13,0.17,0.02,0,0.01,122,9,,
419,-10.01,0.13,0.17,0.02,0,0.01,142,21,,
420,-9.98,0.15,0.16,0.02,0.01,0,128,8,,
421,-9.97,0.13,0.17,0.02,0.01,0.01,141,21,,
422,-9.98,0.13,0.16,0.01,0.01,0.01,122,9,,
423,-9.99,0.13,0.23,0.02,0.01,0.01,141,21,,
424,-9.99,0.14,0.15,0.01,0.01,0.01,121,8,,
425,-10,0.13,0.16,0.02,0.01,0.01,140,20,,
426,-9.96,0.14,0.17,0.02,0.01,0.01,131,8,,
427,-9.97,0.13,0.15,0.02,0.01,0.01,140,20,,
428,-9.98,0.11,0.16,0.01,0.01,0.01,121,6,,
429,-9.98,0.15,0.14,0.01,0.01,0.01,137,18,,
430,-9.99,0.15,0.16,0.02,0.01,0.01,130,7,,
431,-9.98,0.13,0.18,0.02,0.01,0.01,131,18,,
432,-9.97,0.12,0.17,0.02,0.01,0.01,132,6,,
433,-9.99,0.14,0.15,0.02,0,0.01,139,18,,
434,-9.98,0.15,0.13,0.01,0.01,0.01,128,7,,
435,-9.98,0.14,0.22,0.02,0.01,0.01,133,17,,
436,-9.96,0.13,0.14,0.01,0.01,0.01,132,7,,
437,-9.99,0.13,0.16,0.01,0.01,0.01,135,17,,
438,-9.97,0.13,0.13,0.02,0.01,0.01,131,9,,
439,-9.97,0.12,0.16,0.02,0.01,0.01,130,18,,
440,-9.99,0.14,0.15,0.02,0.01,0.01,135,7,,
441,-10,0.13,0.18,0.02,0,0.01,133,17,,
442,-9.99,0.11,0.16,0.02,0.01,0.01,128,6,,
443,-9.97,0.13,0,0.02,0.01,0.01,128,17,,
444,-9.99,0.15,0.16,0.01,0,0.01,135,8,,
445,-9.99,0.15,0.14,0.02,0.01,0.01,135,17,,
446,-9.95,0.12,0.02,0.02,0.01,0.01,127,9,,
447,-9.98,0.15,0.15,0.01,0.01,0.01,134,16,,
448,-9.98,0.14,0.17,0.02,0,0.01,128,11,,
449,-9.99,0.13,0.13,0.01,0.01,0,134,16,,
450,-9.96,0.12,0.15,0.02,0.01,0.01,130,11,,
451,-10,0.12,0.14,0.02,0.01,0.01,133,15,,
452,-9.96,0.16,0.21,0.02,0.01,0.01,137,10,,
453,-9.97,0.14,0.17,0.02,0.01,0.01,131,16,,
454,-9.98,0.13,0.19,0.01,0.01,0.01,132,11,,
455,-9.95,0.15,0.13,0.01,0.01,0.01,133,16,,
456,-9.96,0.13,0.15,0.01,0.01,0.01,130,10,,
457,-9.99,0.13,0.16,0.01,0.01,0.01,132,17,,
458,-9.98,0.13,0.22,0.02,0.01,0.01,140,11,,
459,-9.98,0.15,0.15,0.01,0.01,0.01,124,15,,
460,-9.99,0.13,0.13,0.01,0.01,0,138,12,,
461,-10,0.14,0.17,0.02,0,0,126,12,,
462,-9.99,0.14,0.16,0.02,0.01,0.01,134,13,,
463,-9.97,0.14,0.16,0.02,0.01,0,129,14,,
464,-9.95,0.14,0.17,0.02,0.01,0.01,132,13,,
465,-9.97,0.14,0.14,0.02,0.01,0.01,127,12,,
466,-9.99,0.11,0.13,0.02,0,0.01,142,14,,
467,-9.97,0.14,0.18,0.02,0.01,0.01,131,15,,
468,-9.98,0.16,0.15,0.02,0.01,0.01,134,14,,
469,-9.99,0.13,0.15,0.02,0,0,125,12,,
470,-9.96,0.15,0.09,0.02,0.01,0.01,136,16,,
471,-9.98,0.12,0.15,0.02,0.01,0.01,128,13,,
472,-9.99,0.14,0.14,0.02,0.01,0.01,143,14,,
473,-9.99,0.13,0.17,0.02,0.01,0.01,126,15,,
474,-9.99,0.14,0.2,0.02,0.01,0.01,136,16,,
475,-9.99,0.14,0.16,0.02,0.01,0.01,128,14,,
476,-9.98,0.11,0.14,0.02,0,0.01,136,16,,
477,-10,0.15,0.14,0.02,0.01,0.01,128,14,,
478,-9.96,0.12,0.29,0.01,0.01,0.01,142,20,,
479,-9.98,0.14,0.15,0.02,0,0.01,122,12,,
480,-9.97,0.15,0.17,0.02,0.01,0.01,136,21,,
481,-9.95,0.14,0.15,0.02,0.01,0.01,120,12,,
482,-9.96,0.14,0.15,0.02,0.01,0.01,139,21,,
483,-9.99,0.14,0.15,0.02,0.01,0.01,120,12,,
484,-9.99,0.12,0.14,0.01,0.01,0.01,147,19,,
485,-9.99,0.14,0.21,0.02,0.01,0.01,123,11,,
486,-9.99,0.14,0.13,0.02,0.01,0.01,144,20,,
487,-9.99,0.12,0.28,0.02,0,0.01,121,11,,
488,-10,0.12,0.13,0.02,0.01,0.01,146,22,,
489,-9.99,0.13,0.14,0.02,0.01,0.01,119,11,,
490,-9.98,0.14,0.01,0.01,0.01,0.01,147,22,,
491,-9.98,0.14,0.18,0.02,0.01,0.01,126,10,,
492,-9.98,0.13,0.16,0.02,0,0.01,147,20,,
493,-10,0.13,0.2,0.01,0.01,0.01,118,11,,
494,-9.98,0.14,0.11,0.01,0.01,0.01,147,23,,
495,-10,0.14,0.16,0.02,0.01,0.01,124,11,,
496,-9.96,0.13,0.1,0.02,0.01,0.01,142,23,,
497,-9.99,0.13,0.16,0.01,0,0.01,124,11,,
498,-9.99,0.13,0.18,0.02,0.01,0.01,143,22,,
499,-9.97,0.14,0.13,0.01,0.01,0.01,117,11,,
500,-9.97,0.15,0.13,0.02,0.01,0.01,139,23,,
501,-9.98,0.17,0.15,0.02,0.01,0.01,124,13,,
502,-9.98,0.13,0.15,0.02,0.01,0.01,141,23,,
503,-10,0.12,0.12,0.02,0,0.01,126,12,,
504,-9.99,0.14,0.17,0.02,0.01,0.01,143,23,,
505,-10,0.14,0.12,0.02,0.01,0.01,117,11,,
506,-10,0.16,0.15,0.02,0.01,0.01,145,23,,
507,-9.98,0.14,0.15,0.02,0.01,0.01,119,9,,
508,-9.97,0.01,0.15,0.02,0.01,0.01,143,25,,
509,-9.99,0.14,0.17,0.02,0.01,0.01,122,11,,
510,-9.98,0.13,0.17,0.01,0.01,0.01,147,25,,
511,-9.98,0.14,0.24,0.02,0.01,0.01,116,10,,
512,-9.96,0.16,0.15,0.01,0.01,0.01,145,24,,
513,-9.98,0.13,0.14,0.02,0.01,0.01,117,11,,
514,-9.97,0.12,0.19,0.02,0.01,0.01,146,23,,
515,-9.98,0.13,0.14,0.01,0.01,0.01,126,10,,
516,-9.97,0.13,0.14,0.02,0.01,0.01,146,24,,
517,-9.95,0.13,0.23,0.02,0.01,0.01,119,11,,
518,-9.98,0.15,0.16,0.02,0.01,0.01,145,25,,
519,-9.97,0.15,0.18,0.01,0.01,0,126,10,,
520,-9.99,0.12,0.14,0.02,0.01,0.01,146,23,,
521,-9.99,0.14,0.13,0.02,0.01,0.01,125,8,,
522,-9.99,0.14,0.15,0.02,0.01,0.01,139,26,,
523,-9.97,0.12,0.12,0.01,0.01,0.01,121,10,,
524,-9.98,0.14,0.16,0.02,0.01,0.01,147,25,,
525,-9.96,0.13,0.17,0.01,0,0.01,125,9,,
526,-9.99,0.13,0.21,0.02,0,0.01,145,23,,
527,-9.98,0.13,0.16,0.02,0.01,0.01,127,9,,
528,-9.99,0.12,0.01,0.02,0.01,0.01,137,23,,
529,-9.84,0.14,0.15,0.01,0,0.01,126,8,,
530,-9.96,0.13,0.18,0.02,0.01,0.01,145,24,,
531,-9.99,0.13,0.17,0.02,0,0.01,119,7,,
532,-9.98,0.13,0.19,0.01,0,0.01,137,24,,
533,-9.98,0.14,0.15,0.01,0.01,0.01,127,8,,
534,-9.98,0.15,0.16,0.02,0.01,0,137,24,,
535,-9.96,0.14,0.13,0.02,0.01,0,120,8,,
536,-10,0.12,0.15,0.02,0.01,0.01,141,22,,
537,-9.98,0.14,0.14,0.02,0.01,0.01,129,8,,
538,-10,0.13,0.12,0.02,0.01,0.01,142,23,,
539,-9.96,0.14,0.14,0.02,0,0.01,119,10,,
540,-9.99,0.14,0.11,0.02,0,0.01,141,23,,
541,-9.97,0.13,0.12,0.01,0.01,0.01,122,9,,
542,-9.98,0.14,0.15,0.01,0.01,0.01,136,23,,
543,-9.98,0.01,0.17,0.02,0.01,0,127,9,,
544,-9.95,0.13,0.14,0.02,0.01,0.01,139,24,,
545,-10,0.14,0.14,0.02,0.01,0.01,129,8,,
546,-9.98,0.13,0.14,0.02,0.01,0.01,138,21,,
547,-9.97,0.15,0.16,0.02,0.01,0.01,131,6,,
548,-9.95,0.15,0.15,0.02,0.01,0.01,140,19,,
549,-9.95,0.14,0.23,0.02,0.01,0,123,8,,
550,-9.98,0.14,0.15,0.02,0.01,0,133,21,,
551,-9.97,0.14,0.16,0.01,0.01,0,131,6,,
552,-9.98,0.14,0.12,0.01,0.01,0,135,20,,
553,-9.98,0.14,0.13,0.02,0.01,0.01,130,8,,
554,-9.96,0.13,0.15,0.02,0.01,0.01,139,19,,
555,-9.99,0.13,0.17,0.02,0.01,0.01,128,8,,
556,-9.99,0.16,0.15,0.01,0.01,0.01,132,18,,
557,-9.99,0.12,0.17,0.02,0.01,0.01,130,7,,
558,-9.97,0.1,0.21,0.01,0.01,0.01,134,17,,
559,-9.96,0.13,0.16,0.01,0.01,0.01,123,7,,
560,-9.99,0.13,0.16,0.02,0.01,0.01,130,18,,
561,-9.99,0.14,0.18,0.02,0.01,0.01,128,8,,
562,-9.97,0.12,0.12,0.02,0.01,0.01,137,17,,
563,-9.97,0.14,0.16,0.01,0.01,0.01,135,9,,
564,-9.97,0.14,0.16,0.02,0.01,0.01,135,19,,
565,-9.97,0.14,0.18,0.02,0.01,0.01,125,9,,
566,-9.99,0.14,0.3,0.02,0.01,0.01,132,18,,
567,-9.99,0.13,0.14,0.02,0.01,0,127,8,,
568,-9.98,0.13,0.15,0.02,0.01,0.01,134,18,,
569,-9.96,0.15,0.16,0.02,0.01,0.01,133,7,,
570,-9.99,0.15,0.19,0.01,0.01,0.01,127,17,,
571,-9.97,0.15,0.14,0.02,0.01,0.01,135,9,,
572,-9.98,0.14,0.15,0.02,0.01,0.01,134,15,,
573,-9.99,0.14,0.15,0.02,0.01,0.01,129,11,,
574,-9.99,0.14,0.15,0.02,0.01,0.01,133,18,,
575,-9.97,0.12,0.18,0.02,0.01,0.01,132,12,,
576,-9.95,0.13,0.13,0.02,0,0.01,132,16,,
577,-9.97,0.14,0.13,0.02,0.01,0.01,128,10,,
578,-9.99,0.16,0.14,0.02,0.01,0.01,125,16,,
579,-9.98,0.16,0.17,0.02,0.01,0.01,132,11,,
580,-9.98,0.14,0.14,0.01,0,0.01,125,14,,
581,-9.99,0.14,0.2,0.02,0.01,0.01,134,9,,
582,-9.98,0.14,0.13,0.02,0.01,0.01,128,15,,
583,-9.98,0.14,0.17,0.02,0.01,0.01,131,10,,
584,-9.99,0.15,0.11,0.02,0.01,0,131,13,,
585,-9.98,0.12,0.13,0.02,0,0.01,132,12,,
586,-9.98,0.14,0.31,0.02,0.01,0,131,14,,
587,-9.97,0.15,0.17,0.02,0.01,0.01,131,11,,
588,-9.96,0.12,0.15,0.02,0,0.01,129,13,,
589,-9.98,0.16,0.17,0.02,0,0.01,132,13,,
590,-9.99,0.16,0.18,0.02,0.01,0.01,123,13,,
591,-9.98,0.15,0.16,0.02,0.01,0,135,13,,
592,-9.98,0.14,0.23,0.01,0.01,0.01,124,15,,
593,-9.95,0.13,0.15,0.01,0.01,0.01,139,14,,
594,-9.97,0.15,0.16,0.02,0.01,0.01,129,15,,
595,-9.97,0.12,0.22,0.02,0.01,0.01,134,13,,
596,-9.99,0.13,0.16,0.02,0.01,0.01,130,14,,
597,-9.99,0.14,0.16,0.01,0.01,0.01,134,13,,
598,-9.99,0.13,0.13,0.02,0.01,0.01,129,15,,
599,-9.97,0.14,0.16,0.01,0.01,0.01,134,15,,
600,-9.98,0.14,0.15,0.02,0.01,0.01,121,12,,
601,-10,0.16,0.22,0.02,0.01,0.01,138,16,,
602,-9.97,0.15,0.15,0.02,0.01,0.01,121,13,,
603,-9.97,0.16,0.15,0.02,0.01,0.01,138,16,,
604,-9.99,0.12,0.16,0.02,0.01,0.01,128,12,,
605,-9.98,0.14,0.12,0.02,0.01,0.01,138,16,,
606,-9.99,0.15,0.15,0.02,0.01,0.01,126,11,,
607,-9.81,0.14,0.15,0.02,0.01,0.01,142,17,,
608,-9.96,0.13,0.13,0.02,0.01,0.01,124,14,,
609,-9.96,0.13,0.16,0.01,0,0.01,145,19,,
610,-9.99,0.15,0.19,0.02,0.01,0.01,123,14,,
611,-9.97,0.14,0.13,0.02,0.01,0.01,140,20,,
612,-9.99,0.13,0.19,0.01,0,0.01,125,11,,
613,-9.99,0.14,0.16,0.01,0.01,0.01,142,19,,
614,-9.99,0.14,0.17,0.01,0.01,0.01,127,14,,
615,-9.96,0.14,0.18,0.02,0,0.01,139,19,,
616,-9.98,0.12,0.15,0.02,0.01,0.01,126,10,,
617,-9.97,0.13,0.18,0.02,0.01,0.01,138,20,,
618,-9.98,0.13,0.12,0.01,0.01,0.01,122,12,,
619,-9.99,0.14,0.14,0.02,0.01,0.01,139,23,,
620,-9.98,0.14,0.16,0.01,0.01,0,123,11,,
621,-9.98,0.14,0.18,0.02,0,0.01,140,22,,
622,-9.99,0.16,0.14,0.01,0.01,0.01,124,13,,
623,-9.98,0.14,0.15,0.01,0.01,0.01,146,23,,
624,-9.98,0.13,0.18,0.02,0.01,0.01,124,10,,
625,-9.99,0.14,0.15,0.02,0.01,0.01,142,23,,
626,-9.96,0.15,0.16,0.02,0.01,0.01,124,11,,
627,-9.98,0.15,0.19,0.02,0.01,0.01,139,21,,
628,-9.98,0.13,0.15,0.02,0.01,0,117,13,,
629,-9.97,0.13,0.15,0.02,0.01,0.01,140,25,,
630,-9.98,0.13,0.14,0.02,0.01,0.01,125,10,,
631,-9.98,0.15,0.18,0.02,0.01,0.01,137,24,,
632,-9.96,0.16,0.17,0.01,0.01,0.01,122,12,,
633,-9.81,0.12,0.15,0.01,0.01,0.01,141,23,,
634,-9.99,0.14,0.13,0.02,0.01,0.01,120,12,,
635,-9.98,0.11,0.18,0.02,0.01,0.01,140,24,,
636,-9.97,0.14,0.16,0.02,0,0.01,118,10,,
637,-9.98,0.12,0.18,0.02,0.01,0.01,140,25,,
638,-9.97,0.16,0.3,0.02,0.01,0.01,118,11,,
639,-10,0.14,0.16,0.01,0.01,0,138,25,,
640,-9.98,0.13,0.15,0.02,0.01,0.01,126,11,,
641,-9.98,0.13,0.18,0.02,0.01,0.01,147,23,,
642,-9.96,0.14,0.13,0.02,0.01,0.01,118,11,,
643,-9.98,0.15,0.17,0.02,0,0.01,140,26,,
644,-9.99,0.14,0.17,0.02,0.01,0.01,116,10,,
645,-10,0.16,0.17,0.02,0.01,0.01,139,23,,
646,-9.99,0.15,0.15,0.02,0.01,0.01,117,9,,
647,-9.97,0.13,0.14,0.02,0.01,0,144,25,,
648,-10,0.14,0.15,0.02,0.01,0.01,125,9,,
649,-9.99,0.14,0.15,0.02,0.01,0.01,146,27,,
650,-9.97,0.13,0.12,0.02,0.01,0.01,120,9,,
651,-9.97,0.15,0.15,0.01,0,0.01,147,26,,
652,-9.97,0.14,0.14,0.02,0.01,0.01,121,9,,
653,-9.98,0.12,0.13,0.02,0,0,142,26,,
654,-9.97,0.13,0.15,0.02,0.01,0.01,119,9,,
655,-9.97,0.13,0.17,0.02,0.01,0.01,144,25,,
656,-9.95,0.14,0.13,0.02,0,0.01,126,9,,
657,-10.02,0.15,0.17,0.01,0.01,0.01,139,25,,
658,-9.97,0.14,0.17,0.02,0.01,0.01,120,10,,
659,-9.99,0.13,0.18,0.02,0.01,0.01,142,25,,
660,-9.98,0.12,0.15,0.02,0.01,0.01,126,9,,
661,-9.99,0.11,0.16,0.02,0.01,0.01,145,22,,
662,-9.98,0.11,0.13,0.02,0.01,0.01,118,7,,
663,-9.97,0.16,0.15,0.02,0.01,0.01,136,23,,
664,-9.98,0.14,0.16,0.01,0.01,0.01,119,10,,
665,-9.99,0.12,0.12,0.01,0.01,0.01,139,25,,
666,-9.99,0.12,0.17,0.02,0,0.01,119,10,,
667,-9.99,0.12,0.15,0.02,0.01,0,143,21,,
668,-9.98,0.14,0.12,0.02,0,0.01,119,10,,
669,-9.99,0.15,0.17,0.02,0.01,0.01,141,23,,
670,-9.99,0.15,0.15,0.02,0.01,0.01,129,8,,
671,-9.99,0.16,0.15,0.02,0.01,0.01,136,24,,
672,-9.96,0.14,0.17,0.02,0.01,0.01,129,9,,
673,-9.99,0.14,0,0.02,0.01,0.01,138,25,,
674,-9.99,0.14,0.2,0.02,0.01,0.01,128,8,,
675,-9.96,0.13,0.18,0.02,0.01,0.01,135,23,,
676,-10,0.14,0.02,0.02,0.01,0.01,125,6,,
677,-9.99,0.12,0.19,0.02,0.01,0,140,22,,
678,-9.97,0.15,0.16,0.02,0.01,0.01,129,7,,
679,-9.97,0.15,0.17,0.02,0.01,0.01,140,23,,
680,-9.99,0.14,0.15,0.02,0.01,0.01,128,8,,
681,-9.99,0.14,0.17,0.01,0.01,0.01,138,21,,
682,-9.96,0.13,0.2,0.02,0.01,0.01,130,6,,
683,-9.96,0.14,0.16,0.02,0.01,0.01,133,21,,
684,-9.96,0.15,0.17,0.02,0.01,0.01,125,6,,
685,-9.98,0.12,0.23,0.01,0,0.01,132,20,,
686,-9.97,0.15,0.14,0.02,0.01,0.01,129,8,,
687,-10,0.16,0.15,0.02,0.01,0.01,137,20,,
688,-9.99,0.13,0.22,0.02,0,0.01,129,6,,
689,-9.99,0.14,0.14,0.02,0.01,0.01,129,18,,
690,-9.96,0.16,0.17,0.02,0.01,0.01,126,8,,
691,-9.98,0.13,0.11,0.02,0.01,0.01,135,19,,
692,-9.99,0.14,0.17,0.02,0.01,0.01,123,8,,
693,-9.98,0.14,0.13,0.02,0.01,0.01,135,17,,
694,-9.98,0.13,0.1,0.02,0,0.01,127,6,,
695,-9.98,0.14,0.17,0.02,0.01,0.01,134,18,,
696,-10,0.13,0.13,0.02,0.01,0.01,133,8,,
697,-9.98,0.29,0.18,0.02,0.01,0.01,127,15,,
698,-9.99,0.15,0.15,0.02,0.01,0.01,129,8,,
699,-9.98,0.14,0.15,0.01,0,0.01,129,18,,
700,-9.98,0.15,0.22,0.02,0.01,0.01,129,8,,
701,-9.96,0.12,0.16,0.01,0.01,0.01,136,15,,
702,-9.99,0.15,0.14,0.02,0.01,0.01,127,10,,
703,-9.97,0.15,0.09,0.02,0.01,0.01,130,17,,
704,-9.96,0.13,0.14,0.01,0.01,0.01,136,9,,
705,-9.99,0.14,0.13,0.02,0.01,0.01,133,16,,
706,-9.99,0.12,0.18,0.02,0.01,0.01,137,9,,
707,-9.98,0.12,0.16,0.01,0.01,0.01,132,16,,
708,-9.99,0.15,0.16,0.02,0.01,0.01,138,10,,
709,-9.98,0.12,0.12,0.02,0.01,0,132,16,,
710,-9.97,0.12,0.14,0.02,0,0,129,11,,
711,-9.98,0.14,0.14,0.02,0.01,0.01,130,16,,
712,-9.97,0.13,0.13,0.02,0.01,0,133,12,,
713,-9.97,0.16,0.15,0.02,0.01,0.01,123,15,,
714,-9.99,0.12,0.17,0.02,0.01,0.01,134,11,,
715,-9.97,0.15,0.17,0.02,0.01,0,125,14,,
716,-9.97,0.12,0.16,0.02,0,0.01,137,14,,
717,-9.98,0.14,0.18,0.02,0,0.01,131,17,,
718,-9.99,0.12,0.22,0.02,0.01,0,133,13,,
719,-9.98,0.12,0.15,0.02,0,0.01,129,13,,
720,-9.98,0.13,0.15,0.02,0.01,0.01,140,13,,
721,-9.98,0.15,0.18,0.02,0,0.01,130,15,,
722,-9.97,0.14,0.14,0.02,0.01,0.01,134,14,,
723,-9.99,0.14,0.15,0.01,0.01,0.01,130,12,,
724,-9.98,0.14,0.17,0.01,0.01,0.01,139,17,,
725,-9.98,0.13,0.16,0.02,0.01,0.01,125,12,,
726,-10,0.14,0.16,0.02,0.01,0.01,141,14,,
727,-9.99,0.13,0.17,0.02,0.01,0.01,129,14,,
728,-9.97,0.12,0.16,0.02,0.01,0.01,140,16,,
729,-9.99,0.15,0.3,0.02,0.01,0.01,120,12,,
730,-9.97,0.14,0.14,0.01,0.01,0.01,135,17,,
731,-9.99,0.14,0.15,0.02,0,0.01,121,14,,
732,-9.99,0.14,0.19,0.02,0.01,0.01,137,19,,
733,-9.99,0.15,0.13,0.02,0,0.01,121,11,,
734,-9.97,0.14,0.15,0.02,0.01,0.01,138,19,,
735,-9.96,0.14,0.13,0.02,0.01,0.01,126,13,,
736,-9.98,0.14,0.12,0.02,0,0,145,20,,
737,-9.96,0.12,0.16,0.02,0.01,0.01,127,14,,
738,-9.97,0.13,0.2,0.02,0.01,0.01,139,19,,
739,-9.99,0.13,0.15,0.02,0.01,0.01,125,13,,
740,-9.99,0.15,0.17,0.02,0.01,0.01,140,21,,
741,-9.97,0.14,0.15,0.02,0.01,0.01,119,12,,
742,-9.99,0.13,0.15,0.02,0.01,0.01,144,21,,
743,-9.96,0.12,0.17,0.01,0,0.01,127,13,,
744,-9.97,0.15,0.14,0.02,0,0.01,138,21,,
745,-9.99,0.12,0.14,0.01,0.01,0.01,126,13,,
746,-9.97,0.13,0.16,0.02,0.01,0,140,20,,
747,-10,0.14,0.11,0.02,0.01,0.01,120,13,,
748,-9.98,0.13,0.13,0.02,0.01,0.01,138,21,,
749,-9.96,0.14,0.18,0.02,0,0.01,125,12,,
750,-9.96,0.13,0.2,0.02,0.01,0,141,21,,
751,-9.96,0.14,0.18,0.02,0,0.01,116,13,,
752,-9.97,0.14,0.13,0.02,0.01,0.01,144,22,,
753,-9.98,0.15,0.15,0.02,0.01,0.01,124,9,,
754,-10,0.13,0.13,0.01,0.01,0.01,143,21,,
755,-9.98,0.14,0.15,0.02,0.01,0,123,12,,
756,-9.97,0.14,0.15,0.02,0.01,0.01,144,24,,
757,-9.98,0.14,0.16,0.02,0.01,0,117,11,,
758,-9.96,0.15,0.14,0.02,0.01,0.01,140,23,,
759,-9.97,0.13,0.18,0.02,0.01,0.01,125,12,,
760,-9.97,0.13,0.17,0.02,0.01,0.01,146,23,,
761,-9.99,0.14,0.16,0.02,0.01,0.01,116,10,,
762,-9.98,0.13,0.16,0.01,0.01,0.01,139,24,,
763,-9.96,0.13,0.14,0.02,0.01,0.01,122,14,,
764,-9.98,0.14,0.17,0.02,0.01,0.01,147,25,,
765,-9.98,0.14,0.17,0.02,0.01,0.01,120,11,,
766,-10,0.14,0.16,0.01,0.01,0.01,144,26,,
767,-9.96,0.13,0.14,0.02,0.01,0.01,118,9,,
768,-9.99,0.12,0.2,0.01,0.01,0.01,144,24,,
769,-9.99,0.11,0.17,0.02,0,0.01,118,9,,
770,-9.97,0.14,0.19,0.02,0,0.01,147,24,,
771,-10.01,0.15,0.14,0.02,0.01,0.01,122,12,,
772,-10,0.12,0.14,0.02,0.01,0.01,145,26,,
773,-9.99,0.3,0.19,0.01,0,0.01,116,11,,
774,-9.98,0.14,0.13,0.02,0.01,0.01,138,26,,
775,-9.99,0.12,0.14,0.01,0.01,0.01,118,10,,
776,-9.96,0.14,0.18,0.02,0.01,0.01,144,24,,
777,-10,0.15,0.17,0.02,0.01,0.01,121,9,,
778,-9.99,0.14,0.16,0.02,0.01,0.01,138,25,,
779,-9.99,0.13,0.19,0.02,0.01,0.01,126,9,,
780,-9.98,0.14,0.16,0.02,0.01,0.01,140,24,,
781,-9.97,0.15,0.3,0.02,0.01,0.01,126,10,,
782,-10,0.13,0.18,0.02,0.01,0.01,142,23,,
783,-9.97,0.16,0.16,0.02,0.01,0.01,125,11,,
784,-9.99,0.14,0.14,0.02,0,0.01,146,26,,
785,-9.98,0.15,0.11,0.02,0.01,0.01,125,11,,
786,-9.96,0.11,0.17,0.01,0.01,0.01,145,25,,
787,-9.99,0.14,0.09,0.02,0.01,0,126,8,,
788,-9.98,0.12,0.17,0.02,0.01,0.01,142,25,,
789,-9.99,0.14,0.16,0.01,0.01,0.01,128,9,,
790,-9.99,0.14,0.23,0.02,0.01,0.01,138,23,,
791,-9.99,0.13,0.18,0.02,0,0,118,9,,
792,-9.96,0.15,0.14,0.02,0.01,0.01,141,24,,
793,-9.98,0.14,0.18,0.02,0.01,0.01,129,8,,
794,-9.96,0.13,0.15,0.01,0.01,0.01,140,22,,
795,-9.98,0.15,0.17,0.02,0.01,0.01,127,9,,
796,-9.97,0.13,0.18,0.01,0.01,0.01,143,23,,
797,-9.97,0.13,0.21,0.02,0.01,0.01,124,6,,
798,-9.98,0.15,0.15,0.01,0.01,0.01,136,22,,
799,-9.98,0.14,0.18,0.02,0.01,0.01,124,8,,
800,-9.99,0.14,0.17,0.01,0.01,0,144,21,,
801,-9.98,0.13,0.15,0.02,0.01,0.01,128,8,,
802,-9.97,0.13,0.14,0.01,0.01,0.01,136,20,,
803,-9.99,0.12,0.15,0.02,0.01,0.01,122,8,,
804,-9.96,0.15,0.15,0.02,0,0.01,134,23,,
805,-10,0.12,0.18,0.02,0,0.01,121,8,,
806,-9.97,0.14,0.17,0.02,0.01,0.01,142,22,,
807,-9.99,0.13,0.01,0.01,0.01,0.01,126,8,,
808,-9.99,0.14,0.15,0.02,0.01,0,132,22,,
809,-9.97,0.14,0.15,0.02,0.01,0.01,129,7,,
810,-9.99,0.13,0.3,0.02,0.01,0.01,140,22,,
811,-9.97,0.13,0.15,0.02,0.01,0.01,124,8,,
812,-9.99,0.12,0.17,0.02,0.01,0.01,135,21,,
813,-9.98,0.12,0.19,0.01,0.01,0.01,124,8,,
814,-10,0.13,0.18,0.02,0,0.01,136,21,,
815,-10,0.13,0.16,0.02,0,0.01,122,5,,
816,-10,0.12,0.14,0.01,0.01,0.01,133,19,,
817,-9.96,0.14,0.13,0.02,0.01,0.01,123,6,,
818,-9.98,0.14,0.17,0.02,0.01,0.01,139,18,,
819,-9.98,0.15,0.15,0.02,0,0.01,126,7,,
820,-9.98,0.13,0.16,0.01,0.01,0.01,139,17,,
821,-10,0.13,0.17,0.01,0.01,0.01,130,7,,
822,-10,0.01,0.14,0.02,0.01,0.01,131,17,,
823,-9.97,0.16,0.17,0.02,0.01,0.01,126,6,,
824,-9.97,0.15,0.14,0.02,0.01,0.01,135,18,,
825,-9.97,0.14,0.15,0.02,0.01,0.01,125,9,,
826,-9.99,0.14,0.16,0.02,0,0.01,135,17,,
827,-9.96,0.13,0.16,0.02,0.01,0.01,134,9,,
828,-10,0.15,0.13,0.02,0.01,0.01,127,16,,
829,-9.97,0.13,0.16,0.02,0.01,0.01,133,9,,
830,-9.99,0.14,0.14,0.02,0.01,0.01,127,16,,
831,-9.99,0.13,0.12,0.02,0,0.01,129,8,,
832,-9.97,0.13,0.15,0.02,0.01,0.01,127,16,,
833,-9.99,0.14,0.15,0.02,0.01,0.01,135,9,,
834,-9.97,0.13,0.18,0.02,0.01,0.01,126,17,,
835,-9.98,0.16,0.14,0.02,0.01,0.01,133,8,,
836,-9.97,0.13,0.16,0.01,0.01,0.01,126,16,,
837,-10,0.14,0.2,0.02,0.01,0.01,130,11,,
838,-9.98,0.14,0.15,0.02,0.01,0.01,131,16,,
839,-10,0.15,0.16,0.02,0.01,0.01,137,10,,
840,-9.97,0.15,0.17,0.02,0.01,0.01,125,14,,
